cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
3943,11.20,8175.00,35.98,73.25,-21613.22
3938,11.19,8176.90,35.98,73.27,-21616.13
3945,11.20,8235.30,35.98,73.87,-21705.46
3943,11.19,8271.50,35.98,74.24,-21760.58
3947,11.16,8301.90,35.99,74.55,-21806.72
3946,11.16,8294.90,35.99,74.48,-21796.11
3945,11.16,8297.70,35.99,74.51,-21800.36
3939,11.16,8295.90,35.99,74.49,-21797.63
3935,11.17,8295.00,35.99,74.48,-21796.26
3934,11.17,8295.40,35.99,74.48,-21796.87
3937,11.17,8296.10,35.99,74.49,-21797.93
3937,11.17,8295.30,35.99,74.48,-21796.72
3935,11.17,8295.60,35.99,74.49,-21797.17
3935,11.17,8295.30,35.99,74.48,-21796.72
3935,11.17,8295.80,35.99,74.49,-21797.47
3934,11.17,8295.20,35.99,74.48,-21796.56
3933,11.17,8295.30,35.99,74.48,-21796.72
3933,11.17,8295.40,35.99,74.48,-21796.87
3933,11.17,8295.40,35.99,74.48,-21796.87
3932,11.17,8295.30,35.99,74.48,-21796.72
3931,11.17,8295.60,35.99,74.49,-21797.17
3932,11.17,8295.40,35.99,74.48,-21796.87
3930,11.17,8295.50,35.99,74.48,-21797.03
3931,11.17,8295.00,35.99,74.48,-21796.26
3929,11.17,8295.00,35.99,74.48,-21796.26
3930,11.17,8294.50,35.99,74.47,-21795.50
3928,11.17,8294.90,35.99,74.48,-21796.11
3929,11.17,8294.50,35.99,74.47,-21795.50
3928,11.17,8295.30,35.99,74.48,-21796.72
3927,11.17,8295.00,35.99,74.48,-21796.26
3927,11.17,8294.90,35.99,74.48,-21796.11
3927,11.17,8294.40,35.99,74.47,-21795.35
3927,11.17,8295.90,35.99,74.49,-21797.63
3927,11.17,8294.60,35.99,74.48,-21795.65
3925,11.17,8294.10,35.99,74.47,-21794.90
3925,11.17,8292.60,35.99,74.45,-21792.62
3926,11.18,8295.00,35.99,74.48,-21796.26
3944,11.18,8289.60,35.99,74.42,-21788.07
3943,11.18,8271.30,35.99,74.24,-21760.28
3944,11.19,8263.90,35.99,74.16,-21749.03
3941,11.18,8222.80,35.98,73.74,-21686.38
3942,11.19,8203.70,35.98,73.55,-21657.19
3943,11.19,8195.60,35.98,73.46,-21644.79
3936,11.19,8147.30,35.97,72.97,-21570.65
3939,11.19,8105.10,35.97,72.54,-21505.59
3941,11.19,8100.40,35.97,72.49,-21498.32
3943,11.20,8044.90,35.96,71.92,-21412.29
3946,11.20,8023.10,35.96,71.70,-21378.37
3944,11.19,8067.30,35.96,72.15,-21447.07
3941,11.19,8104.40,35.96,72.53,-21504.51
3938,11.19,8111.20,35.96,72.60,-21515.01
3934,11.19,8111.80,35.96,72.61,-21515.94
3941,11.19,8110.50,35.96,72.59,-21513.93
3939,11.19,8109.50,35.96,72.58,-21512.39
3939,11.19,8109.30,35.96,72.58,-21512.07
3940,11.19,8110.00,35.96,72.59,-21513.16
3939,11.19,8107.90,35.95,72.57,-21509.91
3937,11.19,8109.80,35.96,72.58,-21512.85
3937,11.19,8108.80,35.96,72.57,-21511.30
3938,11.19,8108.80,35.96,72.57,-21511.30
3937,11.19,8109.30,35.95,72.58,-21512.07
3938,11.19,8108.90,35.95,72.58,-21511.45
3937,11.19,8109.00,35.95,72.58,-21511.61
3938,11.19,8109.00,35.95,72.58,-21511.61
3939,11.19,8109.30,35.95,72.58,-21512.07
3937,11.20,8109.10,35.95,72.58,-21511.77
3938,11.19,8108.80,35.95,72.57,-21511.30
3937,11.19,8108.90,35.95,72.58,-21511.45
3938,11.20,8108.90,35.95,72.58,-21511.45
3938,11.19,8109.10,35.95,72.58,-21511.77
3937,11.19,8108.50,35.95,72.57,-21510.84
3937,11.19,8108.50,35.95,72.57,-21510.84
3938,11.19,8108.10,35.95,72.57,-21510.22
3936,11.19,8108.30,35.95,72.57,-21510.53
3938,11.20,8108.20,35.95,72.57,-21510.38
3940,11.20,8108.40,35.95,72.57,-21510.69
3940,11.19,8108.30,35.95,72.57,-21510.53
3938,11.20,8107.20,35.95,72.56,-21508.83
3939,11.20,8108.50,35.95,72.57,-21510.84
3940,11.19,8107.90,35.95,72.57,-21509.91
3939,11.19,8107.90,35.95,72.57,-21509.91
3939,11.20,8108.00,35.95,72.57,-21510.07
3938,11.20,8091.30,35.95,72.40,-21484.25
3936,11.20,8082.60,35.95,72.31,-21470.78
3934,11.21,8091.60,35.95,72.40,-21484.71
3938,11.21,8051.20,35.94,71.99,-21422.08
3941,11.21,8027.10,35.94,71.74,-21384.60
3943,11.22,8000.30,35.94,71.47,-21342.81
3944,11.21,7959.90,35.94,71.05,-21279.60
3944,11.21,8011.60,35.94,71.58,-21360.44
3942,11.21,8051.90,35.93,71.99,-21423.17
3937,11.20,8105.70,35.94,72.54,-21506.51
3937,11.20,8143.50,35.94,72.93,-21564.80
3934,11.19,8170.90,35.94,73.21,-21606.92
3936,11.19,8186.40,35.95,73.37,-21630.70
3931,11.19,8188.70,35.95,73.39,-21634.23
3933,11.19,8188.80,35.95,73.39,-21634.37
3937,11.20,8190.20,35.95,73.41,-21636.52
3938,11.19,8185.70,35.95,73.36,-21629.63
3938,11.19,8187.70,35.95,73.38,-21632.70
3936,11.19,8186.60,35.95,73.37,-21631.00
3937,11.20,8186.50,35.96,73.37,-21630.85
3936,11.19,8187.40,35.95,73.38,-21632.23
3937,11.20,8187.00,35.96,73.37,-21631.62
3936,11.19,8187.10,35.96,73.38,-21631.77
3936,11.19,8186.90,35.95,73.37,-21631.46
3936,11.19,8186.50,35.95,73.37,-21630.85
3936,11.19,8186.80,35.95,73.37,-21631.31
3937,11.19,8186.30,35.96,73.37,-21630.54
3935,11.19,8186.00,35.96,73.36,-21630.08
3936,11.20,8186.00,35.96,73.36,-21630.08
3936,11.20,8185.10,35.96,73.36,-21628.71
3936,11.20,8186.90,35.95,73.37,-21631.46
3936,11.20,8186.10,35.96,73.37,-21630.24
3935,11.20,8185.70,35.96,73.36,-21629.63
3938,11.20,8188.90,35.96,73.39,-21634.53
3936,11.20,8148.30,35.96,72.98,-21572.20
3935,11.20,8103.00,35.95,72.52,-21502.34
3937,11.20,8037.20,35.95,71.84,-21400.32
3939,11.21,7984.90,35.94,71.31,-21318.74
3942,11.21,7939.60,35.94,70.84,-21247.73
3943,11.22,7875.40,35.93,70.19,-21146.53
3943,11.22,7825.00,35.92,69.67,-21066.62
3942,11.22,7765.90,35.91,69.07,-20972.38
3941,11.21,7705.30,35.90,68.45,-20875.14
3942,11.22,7693.40,35.89,68.33,-20855.97
3940,11.22,7643.10,35.89,67.81,-20774.69
3940,11.23,7614.50,35.88,67.52,-20728.28
3939,11.22,7583.90,35.87,67.21,-20678.46
3939,11.20,7631.30,35.87,67.69,-20755.56
3941,11.21,7663.60,35.86,68.02,-20807.86
3941,11.21,7711.40,35.86,68.51,-20884.95
3941,11.20,7753.40,35.86,68.94,-20952.37
3942,11.20,7800.20,35.86,69.42,-21027.15
3942,11.21,7843.40,35.87,69.86,-21095.84
3944,11.22,7888.80,35.87,70.32,-21167.71
3943,11.22,7934.40,35.87,70.79,-21239.56
3942,11.21,7980.40,35.88,71.26,-21311.71
3940,11.20,8026.80,35.88,71.74,-21384.13
3937,11.20,8077.10,35.89,72.25,-21462.26
3935,11.20,8124.10,35.90,72.73,-21534.92
3934,11.20,8122.80,35.90,72.72,-21532.91
3936,11.20,8124.20,35.91,72.73,-21535.07
3935,11.20,8124.10,35.91,72.73,-21534.92
3936,11.20,8123.70,35.91,72.73,-21534.30
3935,11.20,8123.50,35.91,72.73,-21533.99
3936,11.20,8123.30,35.92,72.72,-21533.68
3937,11.20,8123.60,35.92,72.73,-21534.14
3936,11.20,8123.40,35.92,72.72,-21533.84
3936,11.20,8123.40,35.92,72.72,-21533.84
3937,11.19,8123.60,35.92,72.73,-21534.14
3936,11.20,8123.60,35.92,72.73,-21534.14
3935,11.20,8123.60,35.92,72.73,-21534.14
3935,11.19,8123.50,35.92,72.73,-21533.99
3935,11.20,8123.60,35.93,72.73,-21534.14
3936,11.19,8123.40,35.93,72.72,-21533.84
3937,11.20,8122.40,35.93,72.71,-21532.29
3936,11.20,8123.20,35.93,72.72,-21533.53
3936,11.20,8122.80,35.93,72.72,-21532.91
3936,11.20,8123.00,35.93,72.72,-21533.21
3937,11.20,8121.90,35.93,72.71,-21531.53
3938,11.20,8122.20,35.93,72.71,-21531.99
3935,11.20,8122.70,35.93,72.72,-21532.76
3937,11.19,8121.50,35.93,72.70,-21530.91
3937,11.20,8123.10,35.93,72.72,-21533.37
3937,11.20,8121.20,35.93,72.70,-21530.44
3939,11.19,8116.40,35.94,72.65,-21523.04
3925,11.19,8070.40,35.93,72.18,-21451.88
3936,11.20,8016.50,35.93,71.63,-21368.08
3940,11.21,7963.40,35.93,71.09,-21285.09
3942,11.21,7912.30,35.92,70.56,-21204.78
3941,11.23,7869.20,35.91,70.12,-21136.73
3940,11.23,7819.60,35.90,69.62,-21058.03
3940,11.22,7769.00,35.90,69.10,-20977.33
3939,11.21,7708.90,35.89,68.48,-20880.93
3939,11.22,7652.70,35.88,67.91,-20790.23
3938,11.22,7604.70,35.87,67.42,-20712.34
3938,11.22,7551.00,35.86,66.87,-20624.73
3936,11.22,7500.70,35.85,66.36,-20542.20
3936,11.23,7444.70,35.84,65.78,-20449.79
3935,11.22,7385.80,35.83,65.18,-20351.98
3935,11.21,7417.50,35.82,65.50,-20404.70
3931,11.21,7450.60,35.82,65.84,-20459.54
3933,11.22,7491.50,35.81,66.26,-20527.05
3937,11.22,7533.20,35.81,66.69,-20595.57
3938,11.22,7573.60,35.81,67.10,-20661.66
3937,11.21,7612.60,35.82,67.50,-20725.19
3938,11.21,7653.50,35.81,67.92,-20791.53
3939,11.21,7692.90,35.82,68.32,-20855.16
3939,11.20,7734.70,35.82,68.75,-20922.39
3939,11.21,7777.80,35.83,69.19,-20991.40
3942,11.22,7819.90,35.83,69.62,-21058.51
3941,11.22,7863.70,35.84,70.07,-21128.02
3941,11.22,7906.00,35.84,70.50,-21194.85
3941,11.22,7947.70,35.85,70.93,-21260.45
3940,11.21,7991.10,35.85,71.37,-21328.44
3937,11.22,8036.20,35.86,71.83,-21398.77
3933,11.20,8081.00,35.87,72.29,-21468.31
3934,11.20,8122.80,35.88,72.72,-21532.91
3934,11.19,8156.30,35.88,73.06,-21584.50
3935,11.20,8155.50,35.89,73.05,-21583.26
3933,11.20,8156.30,35.89,73.06,-21584.50
3933,11.20,8156.70,35.90,73.06,-21585.12
3933,11.20,8156.30,35.90,73.06,-21584.50
3934,11.20,8157.20,35.91,73.07,-21585.88
3932,11.20,8156.60,35.91,73.06,-21584.96
3933,11.20,8156.00,35.91,73.06,-21584.03
3932,11.20,8157.00,35.91,73.07,-21585.57
3931,11.19,8156.80,35.91,73.07,-21585.26
3932,11.20,8157.20,35.91,73.07,-21585.88
3934,11.19,8156.40,35.91,73.06,-21584.65
3934,11.19,8156.70,35.92,73.06,-21585.12
3934,11.19,8156.40,35.92,73.06,-21584.65
3934,11.20,8156.40,35.92,73.06,-21584.65
3934,11.20,8156.70,35.92,73.06,-21585.12
3934,11.19,8156.50,35.92,73.06,-21584.80
3934,11.20,8156.90,35.92,73.07,-21585.42
3934,11.20,8156.90,35.93,73.07,-21585.42
3933,11.19,8156.70,35.93,73.06,-21585.12
3933,11.20,8156.70,35.93,73.06,-21585.12
3933,11.19,8156.30,35.93,73.06,-21584.50
3933,11.19,8156.50,35.93,73.06,-21584.80
3933,11.19,8157.20,35.93,73.07,-21585.88
3932,11.20,8157.10,35.93,73.07,-21585.73
3934,11.19,8156.80,35.93,73.07,-21585.26
3933,11.20,8156.80,35.93,73.07,-21585.26
3934,11.20,8157.00,35.93,73.07,-21585.57
3933,11.20,8157.10,35.93,73.07,-21585.73
3933,11.19,8156.40,35.93,73.06,-21584.65
3934,11.20,8156.60,35.93,73.06,-21584.96
3934,11.20,8157.00,35.93,73.07,-21585.57
3935,11.19,8156.70,35.93,73.06,-21585.12
3936,11.19,8157.10,35.93,73.07,-21585.73
3936,11.19,8156.60,35.94,73.06,-21584.96
3936,11.20,8157.20,35.93,73.07,-21585.88
3937,11.20,8156.70,35.94,73.06,-21585.12
3937,11.20,8156.70,35.94,73.06,-21585.12
3942,11.20,8156.90,35.94,73.07,-21585.42
3942,11.20,8156.80,35.94,73.07,-21585.26
3940,11.19,8157.20,35.94,73.07,-21585.88
3942,11.20,8156.80,35.94,73.07,-21585.26
3941,11.19,8156.90,35.94,73.07,-21585.42
3944,11.20,8156.60,35.94,73.06,-21584.96
3943,11.19,8156.60,35.94,73.06,-21584.96
3943,11.19,8156.10,35.94,73.06,-21584.19
3941,11.20,8156.70,35.94,73.06,-21585.12
3946,11.19,8157.20,35.94,73.07,-21585.88
3947,11.20,8156.70,35.94,73.06,-21585.12
3946,11.20,8156.90,35.94,73.07,-21585.42
3947,11.20,8157.00,35.94,73.07,-21585.57
3948,11.19,8156.80,35.94,73.07,-21585.26
3947,11.19,8156.60,35.94,73.06,-21584.96
3946,11.20,8157.10,35.94,73.07,-21585.73
3947,11.19,8157.10,35.94,73.07,-21585.73
3942,11.19,8157.20,35.94,73.07,-21585.88
3943,11.20,8156.80,35.94,73.07,-21585.26
3942,11.19,8157.10,35.94,73.07,-21585.73
3941,11.20,8157.20,35.94,73.07,-21585.88
3941,11.19,8156.80,35.94,73.07,-21585.26
3940,11.20,8157.20,35.94,73.07,-21585.88
3941,11.19,8157.20,35.94,73.07,-21585.88
3941,11.20,8156.70,35.94,73.06,-21585.12
3940,11.20,8157.30,35.94,73.07,-21586.03
3940,11.19,8157.20,35.94,73.07,-21585.88
3944,11.19,8156.70,35.94,73.06,-21585.12
3941,11.19,8157.20,35.94,73.07,-21585.88
3942,11.19,8157.30,35.94,73.07,-21586.03
3944,11.20,8156.90,35.94,73.07,-21585.42
3944,11.20,8156.70,35.94,73.06,-21585.12
3943,11.20,8156.80,35.94,73.07,-21585.26
3943,11.19,8156.80,35.94,73.07,-21585.26
3944,11.19,8157.00,35.94,73.07,-21585.57
3945,11.20,8157.30,35.94,73.07,-21586.03
3945,11.19,8156.80,35.94,73.07,-21585.26
3946,11.20,8156.70,35.94,73.06,-21585.12
3945,11.19,8155.70,35.94,73.05,-21583.57
3946,11.20,8157.00,35.95,73.07,-21585.57
3946,11.20,8156.30,35.94,73.06,-21584.50
3945,11.20,8155.30,35.94,73.05,-21582.96
3945,11.19,8157.40,35.94,73.07,-21586.19
3946,11.19,8155.40,35.95,73.05,-21583.11
3944,11.19,8155.30,35.94,73.05,-21582.96
3945,11.20,8155.10,35.94,73.05,-21582.65
3945,11.19,8155.20,35.94,73.05,-21582.81
3948,11.20,8155.90,35.94,73.06,-21583.88
3949,11.20,8155.70,35.94,73.05,-21583.57
3954,11.20,8155.70,35.94,73.05,-21583.57
3951,11.20,8155.30,35.95,73.05,-21582.96
3932,11.19,8149.40,35.95,72.99,-21573.88
3932,11.19,8148.20,35.94,72.98,-21572.04
3926,11.19,8098.80,35.94,72.47,-21495.85
3929,11.20,8048.40,35.93,71.96,-21417.73
3935,11.21,7991.10,35.93,71.37,-21328.44
3938,11.22,7947.90,35.92,70.93,-21260.77
3945,11.21,7887.90,35.92,70.32,-21166.29
3937,11.22,7831.50,35.91,69.74,-21076.95
3939,11.23,7830.40,35.90,69.73,-21075.20
3937,11.22,7777.90,35.90,69.19,-20991.56
3938,11.22,7725.40,35.89,68.65,-20907.46
3937,11.22,7674.60,35.87,68.13,-20825.64
3937,11.21,7633.20,35.87,67.71,-20758.64
3936,11.22,7576.70,35.86,67.13,-20666.72
3935,11.21,7537.90,35.85,66.74,-20603.27
3935,11.21,7491.40,35.84,66.26,-20526.88
3933,11.22,7452.10,35.83,65.86,-20462.03
3934,11.22,7430.80,35.82,65.64,-20426.77
3932,11.22,7376.70,35.81,65.09,-20336.81
3931,11.23,7330.90,35.80,64.62,-20260.25
3931,11.23,7304.50,35.79,64.35,-20215.94
3932,11.21,7341.00,35.79,64.72,-20277.17
3933,11.21,7383.00,35.79,65.15,-20347.32
3933,11.21,7422.60,35.78,65.56,-20413.16
3934,11.23,7469.30,35.78,66.03,-20490.45
3935,11.22,7510.50,35.78,66.46,-20558.30
3934,11.22,7552.40,35.78,66.88,-20627.01
3936,11.22,7596.90,35.79,67.34,-20699.64
3936,11.21,7639.50,35.79,67.77,-20768.85
3937,11.21,7685.10,35.79,68.24,-20842.59
3938,11.21,7731.20,35.80,68.71,-20916.78
3939,11.22,7775.90,35.80,69.17,-20988.36
3938,11.22,7813.90,35.81,69.56,-21048.96
3942,11.22,7862.20,35.82,70.05,-21125.64
3942,11.22,7909.10,35.82,70.53,-21199.74
3942,11.22,7954.10,35.83,70.99,-21270.50
3941,11.21,7998.40,35.84,71.45,-21339.84
3939,11.21,8046.60,35.85,71.94,-21414.94
3935,11.20,8097.20,35.86,72.46,-21493.38
3932,11.19,8151.50,35.86,73.01,-21577.11
3941,11.19,8214.60,35.88,73.66,-21673.86
3942,11.18,8249.80,35.89,74.02,-21727.56
3945,11.15,8294.80,35.89,74.48,-21795.96
3942,11.12,8308.30,35.90,74.62,-21816.42
3945,11.13,8308.20,35.91,74.61,-21816.26
3943,11.13,8306.80,35.91,74.60,-21814.14
3944,11.13,8307.30,35.92,74.60,-21814.90
3942,11.14,8307.50,35.92,74.61,-21815.21
3941,11.14,8307.30,35.92,74.60,-21814.90
3941,11.14,8307.10,35.92,74.60,-21814.59
3939,11.14,8307.20,35.93,74.60,-21814.75
3941,11.14,8307.30,35.93,74.60,-21814.90
3940,11.15,8307.40,35.93,74.61,-21815.05
3939,11.15,8307.80,35.93,74.61,-21815.65
3940,11.15,8307.60,35.94,74.61,-21815.35
3939,11.15,8307.70,35.94,74.61,-21815.51
3939,11.15,8307.60,35.94,74.61,-21815.35
3939,11.15,8307.80,35.94,74.61,-21815.65
3938,11.15,8307.70,35.94,74.61,-21815.51
3938,11.15,8307.40,35.94,74.61,-21815.05
3938,11.15,8307.50,35.95,74.61,-21815.21
3938,11.15,8306.90,35.95,74.60,-21814.29
3938,11.15,8307.10,35.95,74.60,-21814.59
3937,11.15,8307.30,35.95,74.60,-21814.90
3939,11.15,8307.50,35.95,74.61,-21815.21
3938,11.15,8306.40,35.95,74.60,-21813.53
3937,11.15,8305.60,35.95,74.59,-21812.32
3937,11.15,8305.40,35.95,74.59,-21812.02
3935,11.15,8306.80,35.95,74.60,-21814.14
3937,11.15,8305.50,35.95,74.59,-21812.17
3936,11.15,8305.50,35.95,74.59,-21812.17
3941,11.16,8304.70,35.95,74.58,-21810.96
3942,11.14,8300.60,35.95,74.54,-21804.75
3941,11.15,8305.60,35.96,74.59,-21812.32
3938,11.15,8303.60,35.96,74.57,-21809.29
3934,11.15,8301.60,35.96,74.55,-21806.26
3938,11.14,8307.50,35.96,74.61,-21815.21
3938,11.14,8298.80,35.96,74.52,-21802.02
3937,11.14,8302.80,35.96,74.56,-21808.08
3935,11.14,8301.80,35.96,74.55,-21806.57
3937,11.14,8299.80,35.96,74.53,-21803.54
3934,11.14,8306.20,35.96,74.59,-21813.23
3940,11.13,8313.70,35.96,74.67,-21824.59
3940,11.13,8315.40,35.96,74.69,-21827.16
3938,11.13,8309.90,35.96,74.63,-21818.84
3939,11.13,8313.90,35.96,74.67,-21824.89
3938,11.14,8311.00,35.96,74.64,-21820.50
3937,11.14,8309.10,35.96,74.62,-21817.62
3937,11.14,8309.40,35.96,74.63,-21818.08
3937,11.14,8308.70,35.96,74.62,-21817.02
3937,11.14,8310.10,35.96,74.63,-21819.14
3937,11.14,8308.50,35.96,74.62,-21816.72
3936,11.14,8308.80,35.97,74.62,-21817.17
3936,11.14,8309.20,35.96,74.62,-21817.78
3936,11.14,8308.90,35.97,74.62,-21817.33
3938,11.14,8308.20,35.96,74.61,-21816.26
3937,11.14,8298.60,35.96,74.52,-21801.71
3934,11.13,8296.50,35.96,74.49,-21798.54
3930,11.13,8300.00,35.96,74.53,-21803.84
3932,11.13,8298.20,35.96,74.51,-21801.11
3929,11.13,8285.80,35.96,74.39,-21782.30
3929,11.13,8298.60,35.96,74.52,-21801.71
3929,11.13,8295.30,35.96,74.48,-21796.72
3929,11.13,8292.00,35.97,74.45,-21791.71
3926,11.13,8294.10,35.97,74.47,-21794.90
3928,11.16,8288.10,35.96,74.41,-21785.79
3937,11.13,8251.20,35.96,74.03,-21729.70
3941,11.14,8185.90,35.96,73.36,-21629.93
3934,11.13,8131.80,35.95,72.81,-21546.78
3930,11.14,8069.80,35.94,72.18,-21450.95
3933,11.15,8029.90,35.94,71.77,-21388.96
3934,11.15,7964.50,35.93,71.10,-21286.80
3935,11.17,7917.10,35.92,70.61,-21212.35
3937,11.17,7862.10,35.92,70.05,-21125.49
3936,11.17,7801.50,35.91,69.43,-21029.21
3935,11.17,7752.10,35.90,68.93,-20950.29
3934,11.16,7699.10,35.89,68.38,-20865.16
3934,11.16,7643.80,35.88,67.82,-20775.82
3934,11.18,7585.20,35.87,67.22,-20680.58
3933,11.17,7525.60,35.86,66.61,-20583.11
3931,11.17,7464.20,35.84,65.98,-20482.03
3931,11.16,7407.60,35.83,65.40,-20388.26
3930,11.17,7353.00,35.82,64.84,-20297.25
3929,11.19,7303.00,35.80,64.33,-20213.42
3928,11.19,7255.60,35.79,63.85,-20133.53
3928,11.18,7196.20,35.78,63.24,-20032.80
3926,11.19,7138.50,35.77,62.65,-19934.31
3924,11.18,7081.80,35.75,62.07,-19836.91
3923,11.18,7024.50,35.74,61.48,-19737.83
3920,11.21,6965.40,35.73,60.88,-19634.94
3905,11.19,6922.70,35.72,60.44,-19560.17
3874,11.18,6876.60,35.70,59.97,-19479.01
3852,11.18,6843.70,35.69,59.64,-19420.83
3774,11.16,6783.30,35.68,59.02,-19313.42
3620,11.15,6738.80,35.67,58.56,-19233.80
3449,11.14,6700.50,35.66,58.17,-19164.91
3127,11.12,6625.50,35.64,57.40,-19029.11
2902,11.10,6574.10,35.63,56.88,-18935.32
2783,11.08,6511.80,35.62,56.24,-18820.83
2728,11.08,6467.90,35.60,55.79,-18739.63
2702,11.07,6409.60,35.59,55.20,-18631.09
2689,11.09,6347.60,35.58,54.56,-18514.79
2685,11.08,6312.30,35.57,54.20,-18448.16
2684,11.07,6249.40,35.55,53.56,-18328.69
2685,11.08,6192.50,35.54,52.98,-18219.76
2685,11.07,6131.50,35.53,52.35,-18102.10
2687,11.05,6080.30,35.51,51.83,-18002.59
2688,11.05,6025.50,35.50,51.27,-17895.34
2689,11.05,5962.20,35.49,50.62,-17770.47
2690,11.08,5891.30,35.47,49.89,-17629.32
2691,11.07,5837.40,35.46,49.34,-17521.09
2692,11.05,5773.30,35.45,48.69,-17391.32
2695,11.04,5718.90,35.43,48.13,-17280.27
2696,11.08,5659.50,35.43,47.52,-17158.03
2698,11.07,5605.70,35.41,46.97,-17046.41
2701,11.06,5552.80,35.40,46.43,-16935.82
2703,11.07,5514.00,35.39,46.04,-16854.16
2706,11.05,5457.20,35.38,45.45,-16733.77
2708,11.07,5406.10,35.36,44.93,-16624.59
2713,11.11,5342.90,35.35,44.29,-16488.40
2715,11.08,5285.20,35.34,43.70,-16362.92
2720,11.08,5207.40,35.32,42.90,-16191.96
2724,11.06,5167.60,35.31,42.49,-16103.70
2727,11.07,5122.50,35.30,42.03,-16003.01
2729,11.06,5066.10,35.29,41.45,-15876.09
2735,11.09,5010.80,35.28,40.89,-15750.53
2739,11.06,4948.20,35.27,40.25,-15607.04
2744,11.05,4893.80,35.26,39.69,-15481.13
2751,11.05,4840.10,35.24,39.14,-15355.74
2755,11.05,4773.40,35.23,38.46,-15198.40
2761,11.09,4715.10,35.23,37.86,-15059.42
2764,11.08,4668.80,35.21,37.39,-14948.05
2770,11.06,4596.10,35.20,36.65,-14771.35
2776,11.10,4530.40,35.19,35.98,-14609.72
2780,11.07,4458.80,35.18,35.24,-14431.39
2786,11.05,4430.40,35.17,34.95,-14360.01
2790,11.08,4364.80,35.16,34.28,-14193.72
2793,11.07,4313.70,35.15,33.76,-14062.78
2797,11.08,4249.50,35.14,33.10,-13896.46
2800,11.08,4186.00,35.12,32.45,-13729.96
2804,11.07,4122.10,35.11,31.80,-13560.32
2807,11.08,4068.90,35.10,31.26,-13417.46
2808,11.06,4047.90,35.10,31.04,-13360.65
2811,11.05,3994.70,35.09,30.50,-13215.66
2813,11.08,3939.70,35.08,29.93,-13064.11
2816,11.08,3876.40,35.07,29.29,-12887.55
2818,11.06,3807.90,35.06,28.59,-12693.84
2819,11.06,3733.30,35.05,27.82,-12479.65
2822,11.10,3664.60,35.04,27.12,-12279.30
2821,11.06,3592.80,35.03,26.39,-12066.64
2823,11.08,3528.80,35.02,25.73,-11874.16
2821,11.06,3471.50,35.01,25.15,-11699.41
2816,11.09,3397.60,35.00,24.39,-11470.57
2802,11.08,3353.00,35.00,23.93,-11330.50
2770,11.05,3276.20,34.99,23.15,-11085.72
2707,11.04,3213.80,34.98,22.51,-10883.39
2580,10.99,3153.80,34.97,21.90,-10685.83
2415,10.96,3084.30,34.96,21.18,-10453.14
2129,10.85,3034.70,34.95,20.68,-10284.47
2095,10.81,3015.30,34.95,20.48,-10217.88
2005,10.79,2985.50,34.94,20.17,-10114.94
1917,10.76,2959.00,34.94,19.90,-10022.68
1839,10.68,2912.60,34.93,19.43,-9859.53
1765,10.58,2886.70,34.93,19.16,-9767.54
1763,10.59,2889.80,34.93,19.20,-9778.59
1744,10.52,2842.70,34.92,18.71,-9609.73
1702,10.46,2781.80,34.91,18.09,-9388.00
1671,10.41,2726.20,34.90,17.52,-9182.11
1659,10.38,2687.90,34.90,17.13,-9038.30
1649,10.34,2626.30,34.89,16.50,-8803.48
1644,10.32,2569.70,34.89,15.92,-8583.75
1641,10.31,2507.30,34.88,15.28,-8336.92
1640,10.30,2445.60,34.88,14.65,-8087.92
1640,10.29,2389.10,34.87,14.07,-7855.40
1639,10.29,2332.90,34.87,13.50,-7619.65
1638,10.28,2284.30,34.86,13.00,-7412.05
1638,10.27,2237.80,34.86,12.53,-7210.04
1638,10.27,2183.20,34.85,11.97,-6968.46
1637,10.27,2169.90,34.85,11.83,-6908.87
1637,10.26,2141.90,34.84,11.55,-6782.45
1636,10.26,2098.10,34.84,11.10,-6581.99
1636,10.25,2047.20,34.84,10.58,-6344.73
1636,10.25,2031.40,34.83,10.42,-6270.10
1636,10.25,2035.00,34.83,10.45,-6287.15
1636,10.23,2000.00,34.83,10.09,-6120.40
1635,10.22,1968.70,34.83,9.77,-5969.27
1634,10.21,1908.40,34.82,9.16,-5672.54
1633,10.20,1857.10,34.82,8.63,-5414.06
1631,10.18,1802.40,34.81,8.07,-5132.00
1630,10.16,1747.20,34.81,7.51,-4840.24
1628,10.13,1691.10,34.81,6.94,-4535.98
1626,10.10,1632.30,34.81,6.33,-4208.18
1624,10.07,1582.10,34.81,5.82,-3920.66
1622,10.03,1528.50,34.81,5.27,-3605.39
1619,9.99,1476.40,34.81,4.74,-3290.25
1616,9.93,1419.70,34.81,4.16,-2936.88
1614,9.88,1368.10,34.82,3.63,-2605.22
1611,9.84,1313.70,34.82,3.08,-2244.41
1609,9.81,1271.00,34.82,2.64,-1952.62
1608,9.78,1214.60,34.83,2.06,-1554.80
1607,9.73,1170.90,34.84,1.61,-1236.14
1606,9.70,1120.50,34.84,1.10,-856.44
1606,9.67,1071.40,34.84,0.60,-472.99
1605,9.64,1033.20,34.84,0.21,-164.69
1604,9.59,1001.20,34.83,-0.12,100.75
1604,9.54,963.70,34.83,-0.50,420.71
175.5,9.49,964.50,34.82,-0.50,413.78
125.6,9.49,964.10,34.81,-0.50,417.24
115.2,9.52,963.70,34.81,-0.50,420.71
